מספר חברה,שם חברה,שם באנגלית,סוג תאגיד,סטטוס חברה,תאור חברה,מטרת החברה,תאריך התאגדות,חברה ממשלתית,מגבלות,מפרה,שנה אחרונה של דוח שנתי (שהוגש),city,street,number,מיקוד,ת.ד.,מדינה,אצל,תת סטטוס,TAB_Changes_Dates.latest_change,Year,Month
513510396,גילת שירותי ניהול בע~מ ,GILAT MANAGEMENT SERVICES LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,12.02.04 00:00,לא,מוגבלת,,2021,סביון,התומר,8,5654208,,ישראל,אברהם גילת,,14.06.2021,2021,6
513510966,אייקון ניו מדיה בע~מ ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,12.02.04 00:00,לא,מוגבלת,,2021,הוד השרון,עזר וייצמן          ,2,4502553,,ישראל,אילון אלישיב,,01.09.2021,2021,9
513511337,השקעות חברתיות אחראיות (אס אר אי) בע~מ,SOCIALLY RESPONSIBLE INVESTMENTS (SRI) LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,12.02.04 00:00,לא,מוגבלת,מפרה,2019,סביון,השקמה,12,5651502,,ישראל,,,10.03.2013,2013,3
513512939,טרקליני אח~מ ניהול בע~מ ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,17.02.04 00:00,לא,מוגבלת,,2021,נתב~ג               ,,0,7010000,,ישראל,,,29.04.2021,2021,4
513513465,נאו פארטס בע~מ,NOW PARTS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,18.02.04 00:00,לא,מוגבלת,מפרה,2021,הוד השרון,רעות,21,4529623,,ישראל,,,22.12.2013,2013,12
513514570,אמ.אס.סי. מורגאג' סייבינג סנטר בע~מ,M.S.C. MORTGAGE SAVING CENTER LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,19.02.04 00:00,לא,מוגבלת,,2021,הוד השרון,הנגר,24,4527713,,ישראל,,,15.12.2021,2021,12
513515544,ג.ר - אמ.ג'י.אס מנג'מנט בע~מ,J.R - M.G.S MANAGEMENT LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,23.02.04 00:00,לא,מוגבלת,מפרה,2021,נתב~ג               ,,4,7010000,,ישראל," ג'יימס ריצ'רדסון פרופרייטארי לימיטד, רחוב הנגב 4 קריית שדה התעופה,",,26.02.2014,2014,2
513516211,קארמור - הנדסה והשקעות בע~מ,CARMORE - ENGINEERING & INVESTMENTS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,25.02.04 00:00,לא,מוגבלת,מפרה,2016,הוד השרון,הסדן,2,4531802,,ישראל,אורציון הסעות ובלדרות בע~מ,,15.01.2012,2012,1
513516351,כפיר (י.פ.ל.) ייזום והשקעות בע~מ,KFIR (Y.P.L.) INITIATION & INVESTMENTS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,25.02.04 00:00,לא,מוגבלת,,2021,אבן יהודה,הנופר,16,45267,,ישראל,פלג ניר,,22.03.2022,2022,3
513518100,3 סיקס זירו בע~מ,3SIXZERO LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,01.03.04 00:00,לא,מוגבלת,,2021,ראש העין,קשת,4,4861129,,ישראל,,,06.12.2020,2020,12
513518910,ד. לי-אור שרותי רכב בע~מ ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,02.03.04 00:00,לא,מוגבלת,,2022,יהוד-מונוסון,אלטלף אברהם,8,,,ישראל,,,12.10.2011,2011,10
513519298,דנטאקסס בע~מ,DENTACCESS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,03.03.04 00:00,לא,מוגבלת,,2021,הוד השרון,ישורון,53,4520067,,ישראל,,,05.01.2020,2020,1
513524934,סוויספורט שירותי מטען ישראל בע~מ,SWISSPORT CARGO SERVICES ISRAEL LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,18.03.04 00:00,לא,מוגבלת,,2022,נתב~ג               ,,0,7010000,,ישראל,רח' דרך חטיבה  8,,10.12.2012,2012,12
513525279,איי.בי.איי ישראל ביומדיקל אינוביישנס בע~מ,I.B.I ISRAEL BIOMEDICAL INNOVATIONS  LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,18.03.04 00:00,לא,מוגבלת,מפרה,2015,קיסריה,האשל,2,3088900,,ישראל,פארק התעשייה בקיסריה - אליום מדיקל סולושנס בע~מ,,17.05.2015,2015,5
513526863,די.אנ.איי סטודיו בע~מ,D.N.A STUDIO LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,23.03.04 00:00,לא,מוגבלת,מפרה,2020,הוד השרון,סמ נוגה,8,4535607,,ישראל,כהן דניאל,,08.04.2018,2018,4
513529230,חברה לניהול השקעות בינא חיפה (2004) בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,29.03.04 00:00,לא,מוגבלת,,2022,קיסריה,הרימון,16,3088900,,ישראל,,,03.10.2019,2019,10
513530402,תרים יעוץ בע~מ ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,30.03.04 00:00,לא,מוגבלת,מפרה,2011,כפר יונה,הירמוך,14,4030000,,ישראל,אבי שטינמץ,,07.03.2012,2012,3
513531533,טורבו צ'יינה קרגו בע~מ,TURBO CHINA CARGO LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,01.04.04 00:00,לא,מוגבלת,,2020,נתב~ג               ,,0,7010000,,ישראל,בניין סוויספורט 242' חטיבת השמונה ,,29.04.2021,2021,4
513532911,דורנל פיננסים ונכסים בע~מ ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,14.04.04 00:00,לא,מוגבלת,,2021,פרדס חנה-כרכור,ראשונים,8,3704108,,ישראל,תד 3344,,28.11.2021,2021,11
513533075,בי.או.אמ. ייעוץ ומחשוב בע~מ,B.O.M.CONSULTING & COMPUTING LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,14.04.04 00:00,לא,מוגבלת,,2020,ראש העין,ערבה,6,4856182,,ישראל,,,12.02.2018,2018,2
513533133,אטרניטי מערכות מידע בע~מ,ATERNITY INFORMATION SYSTEMS  LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,15.04.04 00:00,לא,מוגבלת,,2020,הוד השרון,הנגר,3,4501306,,ישראל,,,03.09.2014,2014,9
513533224,חובטי הזהב 2004 טניס שולחן (חל~צ),GOLDEN RACKET 2004 TABLE TENNIS (CC),ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,15.04.04 00:00,לא,לא מוגבלת,,2017,הוד השרון,המגן,14,4530914,,ישראל,יוסי סלונימסקי,,13.06.2020,2020,6
513533372,מטאורה ויאג'י ישראל בע~מ,METEORA VIAGGI ISRAEL LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,15.04.04 00:00,לא,מוגבלת,,2021,כפר יונה,אהבת אדם ,32,,,ישראל,,,01.04.2019,2019,4
513533968,ד. גנץ פרוייקטים בע~מ,D. GANTZ PROJECTS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,18.04.04 00:00,לא,מוגבלת,,2021,כפר יונה,החרוב,7,4030000,,ישראל,,,30.10.2019,2019,10
513534453,אומץ שרותי שיקום בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,19.04.04 00:00,לא,מוגבלת,,2020,ראש העין,המלאכה,21,4809157,,ישראל,"חברת שלו ובניו בע~מ, פארק אפק",,15.11.2011,2011,11
513536185,סקולי בע~מ,SCHOOLY LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,22.04.04 00:00,לא,מוגבלת,,2021,פרדס חנה-כרכור,נבטים,23,3750338,,ישראל,עודד בלאום,,24.09.2020,2020,9
513536763,טל תעופה קרגו בע~מ,TAL AVIATION CARGO LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,25.04.04 00:00,לא,מוגבלת,,2020,נתב~ג               ,,8,7010000,,ישראל,דרך חטיבה 8 ,,20.01.2020,2020,1
513536862,אמדע ניהול והשקעות בע~מ ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,25.04.04 00:00,לא,מוגבלת,מפרה,2019,בנימינה,המלאכה,14,3057321,,ישראל,,,10.02.2016,2016,2
513537985,רז לייף בע~מ,RAZ LIFE LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,29.04.04 00:00,לא,מוגבלת,,2021,הוד השרון,דרך כפר הדר,58,4502019,,ישראל,טל רז,,16.07.2020,2020,7
513539841,רממה מדר בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,04.05.04 00:00,לא,מוגבלת,,2021,הוד השרון,סיני,2,4522278,,ישראל,גד מדר,,26.12.2011,2011,12
513540179,קומגה בע~מ,COMEGA LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,05.05.04 00:00,לא,מוגבלת,,2021,כפר יונה,צנחנים,47,4030000,,ישראל,סברלוב גלעד,,04.10.2021,2021,10
513541706,טום-טק ניהול תעשייתי כחול לבן בע~מ,TOME-TECH  BLUE WHITE INDUSTRIAL MANAGEMENT LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,10.05.04 00:00,לא,מוגבלת,,2022,זכרון יעקב,החיטה,1,3090000,,ישראל,,,26.02.2014,2014,2
513543843,שני - טק בע~מ,SHANY - TECH LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,13.05.04 00:00,לא,מוגבלת,,2022,קיסריה,ברקת,19,3088900,,ישראל,פארק התעשייה קיסריה,,13.02.2022,2022,2
513545970,סופטסייל בע~מ,SOFTSALE LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,19.05.04 00:00,לא,מוגבלת,,2021,הוד השרון,הרב שלום נגר        ,24,4527713,,ישראל,,,14.10.2020,2020,10
513546424,יונייטד פידליטי גרופ בע~מ,UNITED FIDELITY GROUP LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,20.05.04 00:00,לא,מוגבלת,מפרה,2011,הוד השרון,העליות,13,,,ישראל,,,17.04.2019,2019,4
513546622,אפגרייד נטא יזמות בע~מ ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,20.05.04 00:00,לא,מוגבלת,,2022,קיסריה,הטוחן,3,3088900,,ישראל,איזור תעשיה קיסריה,,14.02.2019,2019,2
513546663,טוש הפקות בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,20.05.04 00:00,לא,מוגבלת,,2022,קיסריה,הטוחן,3,3088900,,ישראל,,,25.01.2018,2018,1
513549816,אלסיני שיש ואבן (2004) בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,01.06.04 00:00,לא,מוגבלת,,2020,קיסריה,ברק,8,3088900,,ישראל,,,19.09.2019,2019,9
513551986,אובזוטק בע~מ,ABSOTEC LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,08.06.04 00:00,לא,מוגבלת,,2021,ראש העין,המלאכה,4,4809106,,ישראל,,,22.02.2022,2022,2
513555615,פראגון קריאיישנס בע~מ,PARAGON CREATIONS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,15.06.04 00:00,לא,מוגבלת,מפרה,2022,אבן יהודה,דן,10,0,,ישראל,,,31.03.2016,2016,3
513555953,איו סולושנס בע~מ,IO SOLUTIONS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,15.06.04 00:00,לא,מוגבלת,,2021,הוד השרון,השומר,4,4522247,,ישראל,עופר קסטנר,,14.02.2021,2021,2
513557033,ריל אימג'ינג בע~מ,REAL IMAGING LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,20.06.04 00:00,לא,מוגבלת,מפרה,2018,נתב~ג               ,,0,7010000,,ישראל,"רחוב גולן 1, בנין ברקת 1",,22.08.2013,2013,8
513558635,קאדרון מוצרי תעופה (2004) בע~מ,CADRON AVIATION PRODUCTS (2004) LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,23.06.04 00:00,לא,מוגבלת,מפרה,2017,קיסריה,הטוחן,2,3088900,,ישראל,אריה נצר,,26.08.2014,2014,8
513559583,פוקוס קול-מקום בע~מ,FOCUS CALL-MACOM LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,24.06.04 00:00,לא,מוגבלת,,2020,קיסריה,האשל,7,3088900,,ישראל,פוקוס סלקום ש~ח,,12.12.2019,2019,12
513561449,סאטורי ניהול והפקה בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,30.06.04 00:00,לא,מוגבלת,,2020,הוד השרון,טווס,3,4535321,,ישראל,אושרת קוטלר,,14.03.2017,2017,3
513563734,אייר קונסולידטורס ישראל (סוכנויות) 2004 בע~מ,AIR CONSOLIDATORS ISRAEL (AGENCIES) 2004 LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,06.07.04 00:00,לא,מוגבלת,,2021,נתב~ג               ,,0,7010000,,ישראל,"בניין ממ~ן, חדר 304",,08.03.2018,2018,3
513569590,אמ.סי.אי. הנדסת מכונות ושינוע בע~מ ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,21.07.04 00:00,לא,מוגבלת,,2021,ראש העין,עמל,11,4809239,,ישראל,,,23.12.2021,2021,12
513570648,אור שחר אחזקות בע~מ ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,25.07.04 00:00,לא,מוגבלת,מפרה,2019,הוד השרון,משאבים,41,4520153,,ישראל,גרשון עופר,,17.03.2019,2019,3
513571265,זיוטקס (ישראל) בע~מ ,ZIVTEX (ISRAEL) LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,26.07.04 00:00,לא,מוגבלת,,2022,קיסריה,ברקת,13,3088900,,ישראל,,,06.03.2022,2022,3
513571992,בלו בס פרדס חנה בע~מ ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,01.08.04 00:00,לא,מוגבלת,,2021,פרדס חנה-כרכור,דרך הים,13,3701889,,ישראל,תחנת דלק הדרים,,15.07.2015,2015,7
513572263,ג.מ.י. עסקים ושרותי רפואה בע~מ,G.M.Y. BUSINESS & MEDICAL SERVICES LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,02.08.04 00:00,לא,מוגבלת,,2021,זכרון יעקב,ששת הימים,6,3094906,,ישראל,,,10.06.2020,2020,6
513572305,א. שקולניק הנדסה בע~מ ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,28.07.04 00:00,לא,מוגבלת,,2021,הוד השרון,יבנה,66,,,ישראל,,,06.09.2019,2019,9
513572370,אבנטורה א.ק.בע~מ,AVENTURA E.K. LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,02.08.04 00:00,לא,מוגבלת,,2021,סביון,הר דפנה,24,5650624,,ישראל,אלעזר קמפל,,05.02.2019,2019,2
513573113,א. גרינברג שרותים ירוחם בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,01.08.04 00:00,לא,מוגבלת,מפרה,2021,הוד השרון,עזר וייצמן          ,14,4502548,,ישראל,אופיר ורמשטיין,,17.11.2021,2021,11
513573634,אש תורן השקעות בע~מ,AS TOREN INVESTMENTS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,02.08.04 00:00,לא,מוגבלת,,2022,אבן יהודה,הדקל,36,4053378,,ישראל,אלקבץ שמעון,,30.01.2021,2021,1
513573766,גלובל אופשינס טכנולוגיס 2004 בע~מ,GLOBAL OPTIONS TECHNOLOGIES 2004  LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,02.08.04 00:00,לא,מוגבלת,,2022,ראש העין,רביבים,117,4862604,,ישראל,,,26.02.2019,2019,2
513573907,בית חלומותי בנייה ושיפוצים (2004) בע~מ,HOME OF MY DREAMS CONSTRUCTION AND IMPROVEMENTS (2004) LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,02.08.04 00:00,לא,מוגבלת,,2022,הוד השרון,העמק,2,4526202,,ישראל,,,31.12.2019,2019,12
513574145,גפן קיסריה בע~מ,GEFFEN CAESAREA  LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,04.08.04 00:00,לא,מוגבלת,,2021,קיסריה,החרש,19,3088900,,ישראל,,,27.11.2012,2012,11
513574665,סאפסופט בע~מ ,SAPS0FT LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,03.08.04 00:00,לא,מוגבלת,,2022,כפר יונה,טופז,87,4035387,,ישראל,ברמן לאון,,06.07.2021,2021,7
513575720,אקווסול בע~מ ,AQUASOL LTD,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,05.08.04 00:00,לא,מוגבלת,,2021,יהוד-מונוסון,שוהם ,24,6019000,,ישראל,אקווסול בע~מ או מיקי גור,,11.08.2021,2021,8
